,gene,plate,row,column,area.48,mean_intensity.48,corrected_area.48,corrected_mean_intensity.48
316,Filler,0,13,4,89.0,0.0010124954187036767,91.47222222222221,0.0010322176293077454
317,Filler,0,13,5,92.0,0.0010015923871453042,92.0,0.0010015923871453042
318,Filler,0,13,6,79.0,0.0009909461969091204,79.0,0.0009909461969091204
319,Filler,0,13,7,86.0,0.0009916283635025788,86.0,0.0009916283635025788
320,Filler,0,13,8,90.0,0.0009972333781815615,90.0,0.0009972333781815615
321,Filler,0,13,9,85.0,0.0009911803648138611,85.0,0.0009911803648138611
322,Filler,0,13,10,81.0,0.0009786797015957833,81.0,0.0009786797015957833
323,Filler,0,13,11,72.0,0.0009661704098524559,72.0,0.0009661704098524559
324,Filler,0,13,12,87.0,0.0009835026605344895,87.0,0.0009835026605344895
325,Filler,0,13,13,87.0,0.0009763590541687205,87.0,0.0009763590541687205
326,Filler,0,13,14,77.0,0.0009569583806034855,77.0,0.0009569583806034855
327,Filler,0,13,15,83.0,0.0009713302628019546,83.0,0.0009713302628019546
328,Filler,0,13,16,83.0,0.0009867607949028126,83.0,0.0009867607949028126
329,Filler,0,13,17,88.0,0.0009937978267585159,88.0,0.0009937978267585159
330,Filler,0,13,18,81.0,0.000997338648760149,81.0,0.000997338648760149
331,Filler,0,13,19,87.0,0.0010385215605090764,87.0,0.0010385215605090764
