,gene,plate_mean,plate_std,plate_count,mean_intensity.48.A_mean,mean_intensity.48.A_std,mean_intensity.48.A_count,mean_intensity.48_mean,mean_intensity.48_std,mean_intensity.48_count,area.48_mean,area.48_std,area.48_count,mean_intensity.24_mean,mean_intensity.24_std,mean_intensity.24_count,area.24_mean,area.24_std,area.24_count,corrected_mean_intensity.48.A_mean,corrected_mean_intensity.48.A_std,corrected_mean_intensity.48.A_count,corrected_mean_intensity.48_mean,corrected_mean_intensity.48_std,corrected_mean_intensity.48_count,corrected_area.48_mean,corrected_area.48_std,corrected_area.48_count,corrected_mean_intensity.24_mean,corrected_mean_intensity.24_std,corrected_mean_intensity.24_count,corrected_area.24_mean,corrected_area.24_std,corrected_area.24_count,mean_intensity.24.A_mean,mean_intensity.24.A_std,mean_intensity.24.A_count
2274,POL32,9.0,0.0,8,0.0014880453478816626,8.805147830099712e-05,8.0,0.0012093269777486624,6.935072474401921e-05,8.0,123.375,15.389583675794665,8.0,0.0014266248141756748,8.100764283705249e-05,8.0,67.375,44.12623935936531,8.0,0.0012346416702923673,4.702381708506241e-05,7.0,0.0011850597808896906,4.003409206512213e-05,7.0,130.60545330908243,13.072586603102463,8.0,0.0014691119609256018,9.072277725083507e-05,7.0,24.24014271400418,3.102746103383565,8.0,0.00155248636681185,6.131888350864721e-05,4.0
2275,POL4,3.0,0.0,8,0.001469721933531625,0.00013373601351412316,8.0,0.001443808666116425,0.00013129972337756163,8.0,126.125,23.387649365790114,8.0,0.0017426801980210127,0.00022287466784937492,8.0,67.375,40.01048969600704,8.0,0.0014333846355670588,3.1561740975126815e-05,7.0,0.0013758858817532768,2.4042043204554373e-05,7.0,172.5146294332728,18.25639113981132,7.0,0.0017204941985122615,5.524309665944982e-05,8.0,33.06802072434263,4.060363062872221,8.0,0.0015466139959555252,4.856227456282371e-05,4.0
2276,POM152,8.0,0.0,8,0.0014037468123937,0.0002974169468276361,8.0,0.0013950608195953875,0.0002995292677362906,8.0,91.875,32.042103997263176,8.0,0.0015619857685527287,0.00011839541666016718,7.0,53.25,40.84028123591427,8.0,0.0011516159635137464,7.568877280377183e-05,6.0,0.0010991657842078877,6.858942764381929e-05,6.0,132.1427945720669,49.72823873462468,7.0,0.0015424151005397112,0.00013398518497726824,6.0,23.526527080979864,9.679777613884129,7.0,0.001557446634912325,5.441195772219248e-05,4.0
2277,POM33,0.0,0.0,8,0.0016565533507230713,0.0002485278168886168,7.0,0.0016578504918765714,0.0001997047603569087,7.0,175.375,65.06027425176048,8.0,0.0017753957300630427,6.632498656995772e-05,7.0,74.875,47.73270068083006,8.0,0.0015147148628324762,5.6461804281728965e-05,5.0,0.0014809099382773342,7.2932454412136e-05,6.0,218.67900784942745,30.46866510968121,7.0,0.0018543372088093723,0.00011571943627456463,7.0,37.58014534990199,3.5657520901685973,7.0,0.00154879455328965,6.483253348092151e-05,4.0
2278,POM34,0.0,0.0,8,0.001525972731257175,0.0001913677634643764,8.0,0.001352239756911,0.00011299648424116058,8.0,102.25,21.75020525354711,8.0,0.0015658489011348747,0.00019661965857869273,8.0,50.25,28.82830949902246,8.0,0.0013333950458966361,7.111135834831792e-05,8.0,0.0012765988324346523,7.097860178933823e-05,8.0,144.20978397913575,9.3578466276911,7.0,0.0016217739113727,6.09709669573965e-05,7.0,26.308963872557523,2.8054493477533806,7.0,0.0014257753843948252,7.175579796004063e-05,4.0
2279,POP2,11.0,0.0,8,0.0012827604902509,9.099882644648082e-05,4.0,0.0012075729998672251,8.258487301299487e-05,4.0,51.25,14.314910641239317,4.0,0.0007399247472435499,0.0003761900053849575,4.0,5.75,2.753785273643051,4.0,0.0013138147940916906,0.00010399212065201536,4.0,0.0012435275604274505,9.154403791240615e-05,4.0,79.08875479687461,22.258279589304166,4.0,0.000990233342182439,0.00012418121029438887,3.0,8.592577483339257,4.1169360916930495,4.0,,,0.0
2280,POR1,12.0,0.0,8,0.0015436652898074001,0.00037855262115521655,5.0,0.00141595564416088,0.00029372662161430643,5.0,152.16666666666666,83.3244661949098,6.0,0.0013235403491040402,0.00023798796944778658,5.0,39.5,44.00340895885227,6.0,0.001413608302689952,0.00019710880161572544,5.0,0.0013455430384923326,0.0001831770484898539,5.0,128.88386034745332,67.19472043260177,6.0,0.0015997107209705153,0.00032684520765688033,5.0,27.852030871659466,14.549458579418213,6.0,,,0.0
2281,POR2,10.0,0.0,8,0.00119131218177645,0.00019865795794456287,6.0,0.0012203550794957,0.00011826730889134082,6.0,151.83333333333334,11.196725711861776,6.0,0.0013718008844338834,0.00012038957553019356,6.0,98.0,53.888774341229926,6.0,0.0011575176016605938,3.407266103660939e-05,5.0,0.001095022251923535,3.8631420580351914e-05,5.0,161.06689275266595,19.042105870772396,6.0,0.001492556077656004,4.1608999810521854e-05,6.0,30.156556667503803,5.658044451991246,6.0,0.001289838125703675,2.7082357633482662e-05,4.0
2282,POS5,2.0,0.0,8,0.0015038332224857997,9.744859652215905e-05,8.0,0.001513453938608525,0.00015334646136172368,8.0,89.0,28.5657137141714,8.0,0.0014268733845285999,0.00013424436270167926,8.0,40.5,21.934968820193415,8.0,0.0014115589768586981,0.00010140071136152227,6.0,0.0013411821490762015,0.00010145639067364095,7.0,116.0187694354423,24.29019856936271,7.0,0.001605542232032873,9.074104232144014e-05,7.0,21.121393198267185,4.224079343381116,8.0,0.00131920322088625,9.824533686501954e-05,4.0
2283,POT1,10.0,0.0,8,0.0012844752750438876,0.00017458744996914593,8.0,0.00121160312829855,9.083938756511677e-05,8.0,125.625,9.132946637625462,8.0,0.0014181036614281748,0.00017453520239053927,8.0,70.75,44.94997219131509,8.0,0.0012711967286058343,1.3952640011335473e-05,6.0,0.0012277102006145076,3.667210913610357e-05,8.0,169.93054452617096,3.4193423199698105,7.0,0.0015448476593419827,5.467344500349346e-05,7.0,31.106916761446822,1.088513733777292,8.0,0.001345112074801825,6.240539861181444e-05,4.0
2284,POX1,5.0,0.0,8,0.0013085248497400502,8.444306116204554e-05,8.0,0.0012876999917087375,0.00010887836992757698,8.0,117.375,12.557723861091569,8.0,0.0014355358997140877,0.00013503667323596234,8.0,60.125,39.897860665883904,8.0,0.0012043839897082867,2.690467304142594e-05,6.0,0.0011407929197964652,2.3841025629565816e-05,6.0,132.2983542827389,11.343830327447387,6.0,0.001460824094088356,7.167102370342674e-05,7.0,21.928818981677242,1.057034799952332,6.0,0.001398131398403125,3.371495032523941e-05,4.0
2285,PPA2,1.0,0.0,8,0.0011474334402316248,0.0001858733520128573,8.0,0.0011757691271308125,0.00016651358395149843,8.0,135.75,35.68012652123629,8.0,0.0016733933108153375,0.0002977167152165099,8.0,66.125,35.810762548230024,8.0,0.0010872405089652109,0.00014398355529371778,8.0,0.0010311711508353698,0.00015840746858912662,7.0,128.24969410841928,3.5186990582133957,8.0,0.001595943990243296,4.5067471008041333e-05,8.0,24.24453018200319,0.9741493600043714,7.0,0.0013504172384786748,1.5564717667467207e-05,4.0
2286,PPE1,3.0,0.0,8,0.001139926724646475,5.804516520300435e-05,8.0,0.0010556220415396,7.030932456116872e-05,8.0,111.5,8.332380897952964,8.0,0.001419316686281125,0.0001961855258881806,8.0,61.875,39.27717439647903,8.0,0.0010849529394250782,7.978035951563858e-05,7.0,0.0010475319952841136,6.980370876964236e-05,7.0,139.62211296304895,7.441749169565264,8.0,0.0014309570847096881,3.7930434710544286e-05,8.0,25.497568125306902,1.5469184618600627,7.0,0.00130958782072905,1.5957417775279882e-05,4.0
2287,PPG1,10.0,0.0,8,0.0014182395569341125,0.0003117797723858506,8.0,0.00158555096619935,0.00019831230261267314,8.0,145.25,26.020596237815703,8.0,0.00167338718377805,0.00021806261498462376,8.0,77.25,42.08070477410892,8.0,0.0015070890283349185,3.565221369494754e-05,6.0,0.001440066975404564,3.649578541193556e-05,6.0,160.6216057473379,9.31496101258307,8.0,0.0017205999077713606,3.2619022083708404e-05,7.0,30.651260437195887,2.5339162339898635,8.0,0.0014327365233304,3.9326723395970136e-05,4.0
2288,PPH21,9.0,0.0,8,0.0012327248399647247,7.182602080840738e-05,8.0,0.001122378774958925,5.617669096904884e-05,8.0,105.625,14.802871343087457,8.0,0.0014590689114402627,3.269967379506555e-05,8.0,53.75,32.08804850941947,8.0,0.0012704167115523209,4.866896980678277e-05,7.0,0.0012118921126491318,4.225916818789941e-05,7.0,134.78485642842128,6.100790338189572,8.0,0.001587859875139851,3.105522940613875e-05,7.0,24.686022572517224,0.8157233615528215,7.0,0.0014312067770574752,3.875298922419685e-05,4.0
2289,PPH22,9.0,0.0,8,0.00145932302980295,0.0001031560178197614,8.0,0.0013181682073334375,9.580471832305449e-05,8.0,224.5,44.57738055497269,8.0,0.001580476125897575,9.448911124628047e-05,8.0,100.75,69.1989884319128,8.0,0.001300507420704103,2.2428693739554538e-05,6.0,0.0012513345104984315,3.1742048895801086e-05,6.0,159.69423691876358,13.301469479308466,7.0,0.0015706239775261112,5.498186652178217e-05,7.0,29.532906658686816,2.1860053760339424,7.0,0.001547120499686525,0.00012081502245781549,4.0
2290,PPH3,2.0,0.0,8,0.0014768284838278627,0.00011692542181186197,8.0,0.0014426346919391249,0.0002034219315739527,8.0,154.75,14.973786619098243,8.0,0.001477809693984725,6.666733415455238e-05,8.0,83.875,53.97204964476653,8.0,0.00140103860799817,1.103126230175552e-05,7.0,0.0013498778394545397,1.9491499956886624e-05,8.0,168.64784044747182,9.478587364324706,8.0,0.0017099932217275154,3.616717914227149e-05,8.0,31.444851805538935,1.9341608294241612,7.0,0.0014451387316031501,5.979145192940062e-05,4.0
2291,PPM1,2.0,0.0,8,0.0014910576778439126,0.00016198870574313476,8.0,0.0014905254919272623,0.000231369972859717,8.0,108.75,32.762129705761545,8.0,0.0015035428080338,9.332151681109118e-05,8.0,48.875,23.387649365790118,8.0,0.0013992355472764598,0.00010822567452092113,8.0,0.0013309092851443603,0.00010316772266992561,8.0,161.98280679624435,23.653840477638337,8.0,0.0016581038091098746,6.417184742862154e-05,8.0,29.07430125024521,3.434243943045553,7.0,0.0014185070400540502,5.736200752498993e-05,4.0
2292,PPM2,8.0,0.0,8,0.0013591916582779376,0.00015118725201438327,8.0,0.0012391913444200625,0.00014066543388536462,8.0,116.5,21.300570079560917,8.0,0.0014557254828938874,0.0001607525093810248,8.0,63.75,45.8841709400654,8.0,0.001175134721252541,2.181080361000421e-05,7.0,0.0011281337184848594,2.297135284961943e-05,7.0,145.59692962965667,4.329983204781248,6.0,0.0015427905028989272,5.940170305090963e-05,7.0,26.29265181426738,1.4197004697260418,7.0,0.0016183909525916249,3.475120421095404e-05,4.0
2293,PPN1,11.0,0.0,8,0.0016350096510540373,0.0001426274114344573,8.0,0.0014552547554541751,9.144584348911673e-05,8.0,127.625,25.634449477217178,8.0,0.0014679510628898874,0.0002936518148880412,8.0,67.375,38.213451259247144,8.0,0.0014200336065927207,0.00018144962547110826,8.0,0.0013545618159188884,0.00016020507564852866,8.0,190.1968329016985,16.19595305534283,7.0,0.0017234578821757993,0.00017037960431434983,7.0,35.99376810882276,3.7814052152690305,7.0,0.0012616918305182,6.957681788268208e-05,4.0
2294,PPQ1,2.0,0.0,8,0.0012549984571918124,9.432238848954718e-05,8.0,0.001418610025256675,0.00020329406098266499,8.0,234.5,41.94554292685423,8.0,0.001494792853653175,7.905024119377686e-05,8.0,108.75,70.48758755979665,8.0,0.001255541105973908,3.630289565453499e-05,8.0,0.0012048760790941493,4.113427953019521e-05,8.0,153.73176098845718,15.634886790814779,8.0,0.001612063791754006,4.57782180415575e-05,7.0,28.718777293226804,1.4689596051625204,7.0,0.00134664244093235,7.759933928350891e-05,4.0
2295,PPR1,0.0,0.0,8,0.00145668502386055,0.00021274783073793604,8.0,0.00131208345650235,8.813391557357258e-05,8.0,127.375,30.78003759396201,8.0,0.0015180859585657372,0.00017421291601730715,8.0,61.875,31.183500674005707,8.0,0.00128420151551579,2.379145264191534e-05,7.0,0.001229643183010231,3.093188027349312e-05,7.0,156.2713895991504,10.933137065193343,6.0,0.0016004035030250327,2.062565017008819e-05,6.0,28.686589484123232,2.186303185308607,7.0,0.001280044148432325,1.6309971927245096e-05,4.0
2296,PPS1,10.0,0.0,8,0.0017420661252050373,0.00034179286347493353,8.0,0.001776471982562375,0.0002200324936732125,8.0,247.25,54.66194811227067,8.0,0.0018721449847295376,0.0001727625592160402,8.0,129.75,97.36345750404952,8.0,0.0014425529292171248,4.5425512101704805e-05,7.0,0.0013789771924782777,4.7424858695214996e-05,7.0,174.8273811273398,11.73631533468252,8.0,0.0016966604638968298,4.695767087359472e-05,7.0,33.961020496247954,1.5160175170310093,7.0,0.0017820811634122248,0.00017565360209879962,4.0
2297,PPT1,3.0,0.0,8,0.0014913669340433624,0.00011528612457938145,8.0,0.0013930154746945875,0.00011148182041378232,8.0,128.375,22.934300574840808,8.0,0.0016843864438306623,0.00022595878360546996,8.0,68.125,40.505511088880596,8.0,0.0015110255317657257,4.866739837375801e-05,8.0,0.0014500338050946167,4.062051071579011e-05,8.0,181.94058449330376,11.376898910924849,7.0,0.0017707339836669632,4.636764469897105e-05,8.0,34.083204122653505,2.898445906882738,7.0,0.00156620553371595,4.624809273811756e-05,4.0
2298,PPT2,12.0,0.0,8,0.0018606854883787,0.0003196049473073909,5.0,0.00179590058496368,0.0003422918675677286,5.0,119.75,91.29661236087257,8.0,0.001571293313083457,7.557863411555377e-05,7.0,76.625,72.76760955260245,8.0,0.0017528297202902732,0.00032029523276873057,5.0,0.0016559902528931274,0.0002851925050620356,5.0,95.4306173980097,89.25026151870705,6.0,0.0017411707442908926,0.0001280101758832001,7.0,19.126668959923027,15.958003666942775,6.0,0.0016898252866605,5.548104988168298e-05,4.0
2299,PPZ1,0.0,0.0,8,0.0014678912805467428,0.00015587678345392524,7.0,0.0013491765550261,6.366747889586125e-05,7.0,124.28571428571429,42.31908271577683,7.0,0.0015094952432020143,0.00022090097292067241,7.0,61.0,27.23967694375247,7.0,0.001346671486972885,6.814386610102728e-05,7.0,0.0012836526514072646,6.795763937298887e-05,7.0,180.61595214288764,13.294696943669736,5.0,0.001577514125709373,6.672203261436112e-05,6.0,34.5164309114808,3.6531304732794334,6.0,0.001249253073103775,3.461665549399653e-05,4.0
2300,PPZ2,2.0,0.0,8,0.0014483722111202004,0.00042598470196683944,7.0,0.0014132041237054857,0.000363882113264799,7.0,91.0,62.436634545219796,7.0,0.0013472665501563,0.00026450750978494194,7.0,34.285714285714285,23.407365548150906,7.0,0.0011684117856388693,0.0002158039256562348,6.0,0.0011143876881531838,0.00020249377463453584,6.0,106.48746905176486,71.48929207958086,5.0,0.001408409750316464,0.00025886673208844207,6.0,18.85975579462719,14.577930843402019,5.0,0.0011771285363760251,0.0001935589715336663,4.0
2301,PRB1,2.0,0.0,8,0.00156375603662854,0.00018912283417837786,5.0,0.00164100389220354,0.00020555662850262751,5.0,147.0,75.82310239724339,8.0,0.0014393345879851623,0.0004336597559639781,8.0,74.5,54.163772816471024,8.0,0.0012046216281855027,0.00013010318597791507,4.0,0.001158308047578317,0.000132126567725712,4.0,110.67620686307451,45.13835050086735,7.0,0.0016396390652737558,0.0001934406767183184,7.0,22.925422962684642,6.415819901963961,7.0,0.001466853158878575,0.00018283914461094455,4.0
2302,PRC1,1.0,0.0,8,0.0012748594563169624,2.7113283142855837e-05,8.0,0.0014049631354067624,5.356706512569118e-05,8.0,160.375,26.245747954940924,8.0,0.0016909169550879124,0.000289844313096279,8.0,85.875,52.840562071196786,8.0,0.0012978615036934094,3.076696937828969e-05,8.0,0.0012512594222879507,2.7190461694032698e-05,8.0,153.28306650079878,7.887551459666876,8.0,0.0016313732497776742,3.801707918222152e-05,6.0,28.62197677334718,0.8783403992657581,7.0,0.001290856690815325,3.965392648605896e-05,4.0
2303,PRD1,3.0,0.0,8,0.00117584962448645,9.634922824923286e-05,8.0,0.0013070966120571497,9.199516692103426e-05,8.0,114.875,25.4246084391818,8.0,0.001600964743520175,0.00028247690544271997,8.0,57.0,33.941125496954285,8.0,0.0013770788783626865,4.717770583129125e-05,8.0,0.0013191259003316725,4.934849709285618e-05,8.0,158.65725810418058,17.897669941371216,8.0,0.0016624956964648404,6.532504994353373e-05,8.0,29.94253686763195,2.5147937890729772,7.0,0.001196831473152175,4.294292244433336e-05,4.0
2304,PRE9,3.0,0.0,8,0.001189907582411875,4.3489675888658074e-05,8.0,0.0011912260211811,4.8796955387630314e-05,8.0,80.875,15.027950150113144,8.0,0.0012658339040420498,0.0001647135965673152,8.0,40.25,27.577164466275352,8.0,0.0012765744770404013,7.087280695025432e-05,8.0,0.0012268081000710758,7.07125875441671e-05,8.0,110.86599535061643,15.220666553279298,7.0,0.001346486612994585,3.650171349346858e-05,7.0,19.577523434742844,3.287833542865093,8.0,0.001109338121162675,5.004665325623896e-05,4.0
2305,PRK1,7.0,0.0,8,0.0014730815410638875,4.6394635613139016e-05,8.0,0.001224871840660075,4.6724463636240465e-05,8.0,122.25,14.159802258506303,8.0,0.00166045816152105,4.952959403568225e-05,8.0,59.125,35.81076254823003,8.0,0.0012253647346722554,4.3594589743377915e-05,8.0,0.001180570489849527,3.926538721746714e-05,8.0,147.4224225062522,4.277095745104268,8.0,0.001616147574172704,2.2251561596999025e-05,7.0,26.826817678035525,0.5565420807720506,6.0,0.001829295863857025,2.719996136959793e-05,4.0
2306,PRM1,8.0,0.0,8,0.00201234711050345,0.0003706165649491761,8.0,0.0017859139702575374,0.0002968011253722537,8.0,209.125,35.84664758184708,8.0,0.0017826329310953128,0.00011832790093381241,8.0,93.75,62.28677915210304,8.0,0.0014605855659726465,4.329389685301085e-05,8.0,0.0014020190315357987,2.4451184998237355e-05,7.0,161.59752115987627,6.515190760781544,7.0,0.0016988968083069343,2.3254170219910617e-05,7.0,30.675796474377815,2.0395995478091633,8.0,0.0021004786947702997,0.00010781138218126888,4.0
2307,PRM10,8.0,0.0,8,0.0014210133711882501,0.00023349813353923878,8.0,0.0015117781891094376,0.0002670920237704794,8.0,116.625,38.142355534422435,8.0,0.0016892731611855283,6.602638460730177e-05,7.0,63.5,43.11777889853392,8.0,0.0014719126589540857,4.8556843797998e-05,6.0,0.0014125067506189437,4.773313986397922e-05,6.0,171.26394184002578,12.392875349705081,7.0,0.001705941340212917,6.551264209292431e-05,7.0,31.9890687720428,3.2992949941244696,7.0,0.0015993921448883,4.952460173624393e-05,4.0
2308,PRM2,7.0,0.0,8,0.0016799731602951,7.388216804059193e-05,8.0,0.0014570340587472625,5.6730582887710376e-05,8.0,131.5,9.591663046625444,8.0,0.0017504167752653125,9.419571129748023e-05,8.0,74.125,49.98410461622489,8.0,0.0015920362748620843,6.714475813162244e-05,7.0,0.001530371190747871,5.7400559625553274e-05,8.0,192.17090324618823,3.905469425336401,6.0,0.0017945299020665647,2.311176782380434e-05,7.0,34.75281794264499,0.7613640908399909,6.0,0.0017469637954527998,4.864427895758269e-05,4.0
2309,PRM3,2.0,0.0,8,0.001302172836985025,8.84466531053302e-05,8.0,0.0014231103108003375,0.00018942182965385785,8.0,158.5,12.884098726725131,8.0,0.0014249024124958502,5.915120389628139e-05,8.0,86.75,56.82491908108122,8.0,0.0014029671150023687,5.7546784439252935e-05,6.0,0.001337598793381688,4.303881873156772e-05,7.0,184.41917306218068,3.708812145437076,6.0,0.0017102340004200329,2.9802496699907512e-05,7.0,34.02853669162704,2.6945710483401104,8.0,0.0012728441423485,4.057561832391999e-05,4.0
2310,PRM4,2.0,0.0,8,0.0015356517210904374,0.0001717866783289518,8.0,0.0014989862992426874,0.0002442735948328741,8.0,99.625,33.140124579470985,8.0,0.0014691392929283374,5.293312675890935e-05,8.0,52.625,33.18750840731666,8.0,0.0014247917709732433,7.753192829315384e-05,7.0,0.0013778545663463931,6.794420243144179e-05,8.0,163.68910718784426,19.475213540405758,6.0,0.0016451841349947572,9.003687665440788e-05,7.0,30.749951052732193,3.268385111676277,7.0,0.001503047040359075,2.460092736414798e-05,4.0
2311,PRM5,10.0,0.0,8,0.0016110043131306502,0.0001962918123979468,8.0,0.0016284518280771626,0.00015768497104699734,8.0,160.875,30.234500161239644,8.0,0.0016378155597931501,0.0002505271080814944,8.0,86.125,61.1612330530658,8.0,0.001626842119357878,5.800841861387391e-05,7.0,0.0015431996846288606,5.52850694708828e-05,7.0,189.99119224808248,10.76390724132083,6.0,0.001815939286295853,5.2642625334500634e-05,7.0,35.794070312847516,2.636999058739941,6.0,0.001575820794619075,6.65520585356605e-05,4.0
2312,PRM6,11.0,0.0,8,0.00142617039676735,0.00032243835784852173,8.0,0.0012330750052114126,0.00024217779395737974,8.0,106.375,25.059571880962828,8.0,0.0012975407569571374,0.00015968141791003224,8.0,54.125,32.59025928095694,8.0,0.0010542771092875128,0.0001048166381390377,7.0,0.0010283381411556273,8.908974126008416e-05,6.0,127.26484212829621,6.20363994250198,6.0,0.0014251688795110494,3.1399366982579195e-05,6.0,22.692670916402523,1.9042141339086895,7.0,0.00127808674990625,8.627166109552498e-05,4.0
2313,PRM7,11.0,0.0,8,0.0014217566377044376,0.00010520720741753326,8.0,0.0012434725475234248,0.00012023050115302567,8.0,136.125,27.689283641355342,8.0,0.0013065040264816623,0.00013775773053741996,8.0,71.0,45.13788399369837,8.0,0.0011473517451438976,6.118723151687534e-05,7.0,0.0011004829087606011,4.825951634070127e-05,7.0,136.4692757316736,11.644182310471619,7.0,0.001473105881553361,8.27021468506077e-05,8.0,25.292889470980047,2.5459071960292547,7.0,0.0013136857323433752,8.270746368416083e-05,4.0
2314,PRM8,6.0,0.0,8,0.0015373862680186751,0.000371184901104628,8.0,0.0014390373048446124,0.00031145795777155397,8.0,119.125,40.364190282264516,8.0,0.001621811937007125,0.0005272983727677349,8.0,64.5,43.487272358045836,8.0,0.0014819756911422929,7.704456898096501e-05,7.0,0.0014122397798023527,7.842939642262403e-05,7.0,160.38563673477037,17.02818606588944,7.0,0.0017291927559668634,0.00011058194381765812,7.0,30.872014252065632,3.5427572576859894,7.0,0.0017996732962811501,0.00011132949761006102,4.0
2315,PRM9,0.0,0.0,8,0.00155113657719085,0.0002447180309579442,8.0,0.0015161959295914623,0.00015554737936245415,8.0,147.5,41.651616329467245,8.0,0.0016951685762124874,0.00013930928416160416,8.0,70.625,34.73548000861038,8.0,0.0014032271335954593,3.4480336390651264e-05,7.0,0.0013367109064626101,2.942479251685347e-05,7.0,160.37878611459846,8.260037581346642,7.0,0.0016643647568108625,2.971769881517245e-05,7.0,30.444300808660845,1.5633150957409965,7.0,0.001370884900664275,1.815138705958265e-05,4.0
2316,PRO1,12.0,0.0,8,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0
2317,PRO2,1.0,0.0,8,0.0012891681999980717,0.00019465955605079254,7.0,0.0014577293608643855,0.00021497678683134327,7.0,77.75,42.44239793952673,8.0,0.0011380503461697333,0.0006209069092937248,6.0,21.5,11.135528725660043,8.0,0.0012072457273742951,0.0001873589635503027,6.0,0.001162268955875691,0.00019384092089028916,6.0,48.84408204601673,19.574056638111248,8.0,0.0010556946975759224,0.0005284318643970128,5.0,7.664943989175346,3.9404986501524424,8.0,,,0.0
2318,PRP18,5.0,0.0,8,0.0010170440467573,2.5508276918904718e-05,4.0,0.0009009405589004,2.52225565673857e-05,4.0,35.75,15.544865941617418,8.0,0.0008125063771822285,0.0001953743002928896,7.0,11.5,3.1622776601683786,8.0,0.0010578218787661133,2.8100811225377524e-05,4.0,0.0010080797204528882,3.0891926626930175e-05,4.0,54.985740616613896,27.27272875094606,7.0,0.0007963566092691824,0.00015359882348607348,7.0,7.305652031893276,4.827791476174333,7.0,0.0008103013658084,1.3304899773427206e-05,3.0
2319,PRR1,4.0,0.0,8,0.001370878490132475,0.00018185399490683793,8.0,0.0012295422822794248,0.00015915161397027526,8.0,103.625,15.070666873101539,8.0,0.001559349205614025,7.854816231877079e-05,8.0,54.0,33.48347140221362,8.0,0.0013105037290421285,3.9220476822537184e-05,7.0,0.0012470531268886666,3.9187697916868824e-05,7.0,151.42168059103435,11.500487418135279,7.0,0.0015597843726221786,2.59201057624651e-05,6.0,27.638332447852957,2.5326189198807385,7.0,0.0016192568737138252,8.849655166523746e-05,4.0
2320,PRR2,9.0,0.0,8,0.0013930899328786876,0.0001422819688254793,8.0,0.0012081065310397751,0.00012421769403738768,8.0,92.0,7.578164119928483,8.0,0.0015618037797503373,5.681765911757031e-05,8.0,46.75,34.60697700092941,8.0,0.0013100809779816008,0.00011329517299471508,7.0,0.0012521029700374336,0.00010454506972554947,7.0,143.7414359330374,13.132208515350516,7.0,0.0016279709690068431,7.315460820805706e-05,7.0,25.326286774643446,3.3088572254751516,8.0,0.0016620792134894248,5.8403970999178174e-05,4.0
2321,PRS3,8.0,0.0,8,0.0010883857151253,5.340850193526709e-06,4.0,0.001152460457579,5.876217623661411e-06,4.0,29.571428571428573,18.998746825840406,7.0,0.0011446066549857,4.4152728111172286e-05,4.0,9.0,1.6733200530681511,6.0,0.0012509650922904242,1.3762008202655997e-05,4.0,0.0011768081378388106,3.818872469500504e-06,4.0,31.399660076008132,22.168502165674568,6.0,0.0011496742015464734,4.463300756048136e-05,4.0,6.760103876775171,4.248563719365242,5.0,,,0.0
2322,PRS4,6.0,0.0,8,0.0013075943916963598,6.430093882611339e-05,5.0,0.0012708942325967202,5.507328710046589e-05,5.0,63.857142857142854,52.05583083391834,7.0,0.0014687361478454,0.00019693148598955252,5.0,45.166666666666664,27.8812960004851,6.0,0.001102944911251001,8.818300872488021e-05,5.0,0.0010620157619013295,0.00010024699534893958,5.0,91.92152365798749,56.06449296158363,6.0,0.0015393032019666744,0.00029533504978530866,5.0,26.962486522457482,17.320805765366817,6.0,0.00142059243888975,6.24271008255323e-05,4.0
2323,PRS5,1.0,0.0,8,0.0013904700653202874,2.583347774703243e-05,8.0,0.0014747533384099625,5.616432657990019e-05,8.0,99.375,24.772897056489548,8.0,0.0016221024151263498,0.00025885708227750884,8.0,50.25,33.30701341845502,8.0,0.0013595748987889657,3.7686240588322225e-05,6.0,0.0013067318082966666,3.591289681832821e-05,6.0,119.51152897359512,19.866626554728974,8.0,0.0015752731800289272,6.20673490473176e-05,8.0,22.022229204822015,4.719599346511057,8.0,0.0013075820078094,1.5022256620847354e-05,4.0
2324,PRX1,6.0,0.0,8,0.0012953806432345002,0.0001873602657420114,7.0,0.0013938470880052285,0.00015860871990859446,7.0,132.125,43.763773342147466,8.0,0.0014653683747717875,0.00044747154994861655,8.0,77.625,53.3691657902094,8.0,0.00138062344962635,5.4089421254915983e-05,7.0,0.0013415108743412285,5.5579790932993346e-05,6.0,166.96527019958833,11.91158014495519,7.0,0.0016641407146529682,6.543060879190034e-05,6.0,31.77661243418478,1.86261839618149,7.0,0.001435108514069025,6.482751693721399e-05,4.0
2325,PRY1,8.0,0.0,8,0.001708291721797225,0.00024399367426021864,8.0,0.0016822106035988252,0.00026054121858318615,8.0,148.625,16.361431128462716,8.0,0.001752899190370925,6.4248886538536e-05,8.0,79.875,49.21799177420503,8.0,0.0014890843046922993,6.8656856978835e-05,8.0,0.0014225986898391528,6.430594360087653e-05,8.0,184.52655700100578,20.083411878309935,8.0,0.0017397566110146621,7.298837790941839e-05,8.0,36.119825126970916,3.659102960015787,7.0,0.001764280864404875,2.8485045646016178e-05,4.0
